task_id,comment_id,user_id,body,created_at
97,181,1,"Done — Shipping Confirmation email template updated in the CMS.
1) Broken CFI logo fixed.
2) All emojis removed.
3) SHIPPING TO moved above the item lines.
4) Broken item lines fixed (now uses fulfillment.fulfillment_line_items).
5) Full Shipping Policy retained: delivery-timing note, keep-tracking note, Freight Damage Policy with BOL inspection steps, thank-you signature, and the legal/return notes.

Final code: https://cms.hiraya.digital/notifications -> Shipping Confirmation -> Copy Code, then paste into Shopify Admin -> Settings -> Notifications -> Shipping confirmation.","2026-07-27 19:14:30"
98,166,2,"Any updates?","2026-07-07 22:35:22"
99,158,1,"SGS Food Contact certificate wired into the Product Certificates system and pushed live (theme 148264910893).

Done:
- Uploaded the SGS Food Contact mark to the store CDN: https://cdn.shopify.com/s/files/1/0562/3483/6013/files/sgs-food-contact.png
- Added an SGS branch to the certificate renderer in sections/product-celebrate-festival.liquid (full SPP) and sections/product-compact.liquid (compact SPP), matching the existing NSF / ETL / Made in America pattern.

How the client uses it:
- On any product that holds the cert, add the value ""SGS Food Contact"" to the Product Certificates (custom.product_certificates) JSON metafield. Only products with that value will show the badge.

Note: the on-page logo is the supplied render; recommend swapping for the official SGS-issued artwork before final sign-off.","2026-06-04 10:44:32"
100,171,1,"Implemented and pushed to dev theme (186619461677).

Free shipping badge added to product cards across all listing pages:
- snippets/product-card.liquid — reads product.metafields.custom.free_shipping, renders a compact green chip next to the category label
- sections/main-collection-cf.liquid — passes show_card_free_shipping section setting (off by default, toggle in customizer)
- sections/search-results-cf.liquid — same setting wired up
- sections/main-collection.liquid — also wired

Badge only appears for products where the free_shipping metafield is enabled. Section-level toggle lets merchants control per-page.","2026-07-27 15:45:06"
100,172,1,"Dev theme preview link: https://celebratefestivalinc.myshopify.com?preview_theme_id=186619461677

Test on a category page with a free-shipping product to verify the green badge appears on cards.","2026-07-27 15:47:46"
100,178,2,"Ramdonly tested in main collection page and search page,  the Free Shipping badge not visible as shown attached.","2026-07-27 18:54:56"
100,187,1,"Done (Jul 31, 2026). Free Shipping badge now shows on all collection, search, and vendor listing pages. Root cause: show_free_shipping defaulted to false in section settings. Fixed by hardcoding show_free_shipping: true in all render product-card calls across main-collection-cf, search-results-cf, and main-collection. Pushed to dev theme 186619461677.","2026-07-31 17:42:28"
100,189,2,"Don't use emoji in the Free Shipping badge.","2026-08-03 22:41:34"
100,193,1,"Code pushed to live theme (148264910893) on 2026-08-04. Files updated: product-card.liquid, main-collection-cf.liquid, main-collection.liquid, search-results-cf.liquid. Free Shipping badge enabled on all collection and search pages via show_free_shipping: true. Truck emoji removed from badge per Jielin feedback — badge now shows plain text ""Free Shipping"".","2026-08-04 15:03:32"
104,170,1,"Implemented on the Hiraya Digital Dev Theme (186619461677).

What was fixed:
- Zero-priced SPP no longer shows a dead/disabled ""Contact Us"" button.
- Now shows TWO live buttons side by side: ""Contact Us"" (primary) + ""Call Us"" (tel:).
- ""Contact Us"" opens a modal message form. The product (title + SKU + image) is auto-attached. For logged-in customers, Name / Email / Phone are pre-filled and a starter message is added, so only the message is left to edit. A category dropdown (default: Pricing & Availability) covers other inquiry types. Submissions go through Shopify's native contact form; a phone fallback link is shown inside the modal.
- Works across variant switching (both Natural Gas and Liquid Propane are $0).

Preview (dev theme) — same Angaar product:
https://celebratefestivalinc.com/products/angaar-spca50-50-jet-burner-commercial-gas-stockpot-cooker-165-000-btu?preview_theme_id=186619461677","2026-07-27 15:01:12"
104,174,1,"Follow-up (compact pass): reduced button size and tightened the pricing-card gaps per feedback.
- Contact Us / Call Us buttons made compact (smaller padding, 13px text, 14px icons, tighter row gap).
- Reduced vertical gaps: ship box->card, card padding, price box, vendor CTA, financing row, and Gas Type block.
Re-pushed sections/product-compact.liquid + assets/product-compact.css to dev theme 186619461677. Same preview URL (hard-refresh to bust CSS cache).","2026-07-27 16:21:01"
104,175,2,"Tested Contact Us button, the inquiry was sent to our store email as attached.","2026-07-27 18:35:37"
104,176,2,"Please puth this change to the live theme and let me know. Then I'll close this task. THX","2026-07-27 18:37:15"
104,179,2,"Its Pushed","2026-07-27 19:05:44"
105,194,1,"All 8 industry pages are live on theme 148264910893. Open each link below in the Shopify Theme Editor to review and update the pre-filled content:

Pizza Restaurants:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-pizza-restaurants

Italian Restaurants:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-italian-restaurants

French Bistros:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-french-bistros

Fast Casual:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-fast-casual

Indian Restaurants:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-indian-restaurants

Bakeries & Cafes:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-bakery-cafe

Hotels & Banquets:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-hotels-banquets

Food Trucks & Catering:
https://admin.shopify.com/store/celebratefestivalinc/themes/148264910893/editor?previewPath=/pages/cf-food-trucks-catering

Each page already has: hero title and lead text, 3 equipment sections (with descriptions, bullet points, and a featured collection pulling live products), 6 store-type sub-cards (disabled — enable with images when ready), 3 buying guide placeholders, and 5 brand slots. Just replace the placeholder content with the real copy and collection handles.","2026-08-04 16:01:02"
105,200,2,"Those single pages are working.
Now only need to bring back the ""All Use Cases"" button in the main page and link the button to the page ""uses-cases"".","2026-08-04 23:14:04"
108,197,1,"Deployed to both live theme (148264910893) and dev theme (186619461677).

Before: JS fetched /products.json page by page on every cache miss — blank grid while loading.
After: 189 brands hardcoded in Liquid — grid renders instantly server-side.

Live brands page: https://celebratefestivalinc.myshopify.com/pages/brands
Dev preview: https://celebratefestivalinc.myshopify.com/pages/brands?preview_theme_id=186619461677","2026-08-04 17:06:46"
